area_sqft,bhk,locality,location_type,age_of_property,furnishing,latitude,longitude,price,listing_type
2749,4,Koramangala,RURAL,9,Semi-Furnished,12.808943216856148,77.42325543998642,52401,RENT
4002,4,Koramangala,RURAL,3,Semi-Furnished,13.09552858590192,77.54357001915285,79366,RENT
1641,3,Koramangala,URBAN,24,Semi-Furnished,12.82228956147078,77.45923939992049,44559,RENT
1525,3,Whitefield,URBAN,27,Furnished,13.00878745667002,77.47513438491383,10495025,SALE
3001,4,Indiranagar,URBAN,17,Semi-Furnished,12.931176751760784,77.77391788802422,73180,RENT
1590,3,HSR Layout,URBAN,26,Furnished,12.874795341956029,77.64427301128195,12221549,SALE
4531,5,Bellandur,URBAN,24,Furnished,13.002937470338871,77.75686325327592,30625466,SALE
4848,5,Whitefield,RURAL,9,Semi-Furnished,12.837769206111497,77.5774080737563,61978,RENT
472,1,HSR Layout,RURAL,18,Semi-Furnished,13.057474009536948,77.63905733866535,3334197,SALE
2314,3,Bellandur,URBAN,13,Semi-Furnished,12.87518359577394,77.41283780487717,16759447,SALE
2872,4,Bellandur,URBAN,12,Furnished,12.90843609751519,77.58780089290974,24007739,SALE
3446,4,Indiranagar,URBAN,14,Unfurnished,12.98979309089126,77.62562266933752,26263621,SALE
1107,2,Electronic City,URBAN,15,Semi-Furnished,12.800308794669611,77.40671108570622,19223,RENT
2204,3,Koramangala,URBAN,1,Furnished,12.94182458431666,77.71579567072945,28913876,SALE
4113,5,HSR Layout,URBAN,28,Furnished,13.068274676450502,77.51816919371065,28736655,SALE
2964,4,Whitefield,URBAN,3,Semi-Furnished,13.00412469238209,77.5809948299843,21482860,SALE
2875,4,HSR Layout,URBAN,20,Furnished,12.91637010948159,77.61425211412192,68525,RENT
4010,5,Electronic City,URBAN,17,Semi-Furnished,12.998127328443305,77.79687886125137,57642,RENT
4655,4,Koramangala,URBAN,28,Furnished,13.080970827471,77.43967365874968,36398294,SALE
3223,4,HSR Layout,URBAN,16,Unfurnished,12.856341595050795,77.6221118248898,58225,RENT
2135,3,Electronic City,URBAN,9,Furnished,12.9595424026516,77.61223765832011,36530,RENT
1985,3,Whitefield,URBAN,26,Semi-Furnished,12.87042127436393,77.42756387824127,32682,RENT
466,1,Indiranagar,RURAL,20,Unfurnished,13.056267391751211,77.65357534407805,9881,RENT
3461,4,Bellandur,URBAN,8,Semi-Furnished,13.016315075480469,77.51474177355753,22500453,SALE
2828,5,Whitefield,URBAN,14,Furnished,13.040322776074849,77.44150718646586,21677956,SALE
4553,5,Koramangala,URBAN,27,Unfurnished,13.082903555747949,77.47145677236739,99453,RENT
741,1,Bellandur,URBAN,11,Unfurnished,12.869692632914655,77.72944129328616,17138,RENT
3174,3,Whitefield,RURAL,20,Furnished,12.814615751454726,77.44164990497497,35836,RENT
3217,4,Whitefield,URBAN,27,Unfurnished,12.887271116050679,77.58677095529613,46864,RENT
3061,4,Whitefield,URBAN,26,Unfurnished,12.919741792588482,77.4781092484717,45020,RENT
1632,3,Whitefield,URBAN,25,Unfurnished,12.98754794200186,77.464927944834,26171,RENT
4274,5,Bellandur,URBAN,8,Semi-Furnished,13.039311368742712,77.48228470376684,91343,RENT
2801,4,Koramangala,URBAN,13,Semi-Furnished,12.904940986414065,77.59711317380786,25645196,SALE
1894,3,Electronic City,URBAN,12,Unfurnished,12.942049096021078,77.49511536844463,9590057,SALE
4611,4,HSR Layout,URBAN,27,Furnished,13.035640179795857,77.43869318014103,94767,RENT
1061,2,Indiranagar,URBAN,25,Furnished,12.867598617898633,77.72056034769886,30929,RENT
4283,5,HSR Layout,URBAN,5,Semi-Furnished,12.86513957838153,77.61592856126867,34197501,SALE
4019,5,HSR Layout,URBAN,18,Furnished,12.97676989694901,77.46274146094743,31673020,SALE
2268,3,Indiranagar,URBAN,3,Unfurnished,12.93081704915536,77.58857193945288,60348,RENT
2734,4,Bellandur,URBAN,19,Furnished,13.08466904091063,77.42734499994917,20115944,SALE
3774,5,Koramangala,URBAN,16,Semi-Furnished,12.907109162895374,77.63217194544751,33554211,SALE
1416,2,Indiranagar,URBAN,18,Semi-Furnished,13.02786668105205,77.53612192783919,38864,RENT
4806,5,Koramangala,URBAN,2,Unfurnished,12.974927823039211,77.44141141185207,41267015,SALE
607,1,Bellandur,URBAN,28,Semi-Furnished,12.816372827584903,77.47345753994736,13328,RENT
3065,4,HSR Layout,URBAN,13,Semi-Furnished,12.825315664402835,77.5382810819403,24301713,SALE
2893,4,Koramangala,URBAN,16,Semi-Furnished,12.860946946456998,77.72256298171689,74259,RENT
1032,2,Bellandur,RURAL,12,Furnished,12.842945786854708,77.46950227849193,6599631,SALE
2502,4,Bellandur,URBAN,8,Semi-Furnished,12.898811446893333,77.44386568859713,18684690,SALE
3359,4,Electronic City,URBAN,26,Furnished,12.973696674799607,77.60637560258627,50679,RENT
3483,4,Indiranagar,URBAN,0,Semi-Furnished,12.980708762902216,77.62347878559211,34885426,SALE
2331,3,Electronic City,RURAL,24,Semi-Furnished,12.976330335548822,77.43609652706697,7634138,SALE
4119,5,HSR Layout,URBAN,16,Furnished,12.835282590389946,77.51379379168293,105952,RENT
2962,4,Indiranagar,RURAL,15,Furnished,12.98006762325815,77.5051056151657,20213417,SALE
2079,2,HSR Layout,RURAL,17,Unfurnished,12.922924066057217,77.47448864378445,10193863,SALE
636,1,Electronic City,URBAN,1,Unfurnished,13.070915799575818,77.52625525088027,11394,RENT
4843,5,Bellandur,RURAL,13,Furnished,13.073595258832308,77.41484340461533,77199,RENT
1940,3,HSR Layout,URBAN,21,Semi-Furnished,13.030452148005152,77.66061991318139,41518,RENT
4343,5,Indiranagar,RURAL,22,Unfurnished,13.010932145329766,77.79539485801354,59608,RENT
763,1,Indiranagar,URBAN,26,Furnished,12.834485815195242,77.6536187069877,22288,RENT
2768,4,HSR Layout,URBAN,16,Furnished,12.82540826347601,77.54443058021752,64855,RENT
685,1,Indiranagar,URBAN,2,Semi-Furnished,13.052250107274226,77.66716412045827,25438,RENT
548,1,Bellandur,URBAN,1,Furnished,12.928104744937237,77.62860636840944,18170,RENT
4437,5,Bellandur,URBAN,7,Unfurnished,12.935408682560285,77.73870317223493,28551878,SALE
4951,5,Indiranagar,URBAN,24,Semi-Furnished,13.054337927003909,77.6487498243928,35900063,SALE
2166,3,HSR Layout,URBAN,28,Furnished,12.986429287718236,77.6536305418485,49788,RENT
1412,3,Electronic City,URBAN,1,Furnished,12.853822172270633,77.4886656753092,10834890,SALE
3231,3,Indiranagar,URBAN,1,Semi-Furnished,12.863303968696208,77.56625089541504,81219,RENT
2907,4,Indiranagar,URBAN,25,Semi-Furnished,12.801913150710451,77.53776642410227,21816507,SALE
1923,3,Indiranagar,URBAN,8,Semi-Furnished,13.01320102818247,77.40457007496151,17951814,SALE
3185,4,Indiranagar,URBAN,29,Unfurnished,12.945683497548346,77.52531229175563,63241,RENT
2956,4,HSR Layout,URBAN,19,Unfurnished,13.08498917385111,77.59442484972918,18329003,SALE
4125,5,Electronic City,URBAN,20,Furnished,13.01420384037448,77.63993945328403,21003880,SALE
4976,5,Electronic City,URBAN,28,Furnished,12.83094579822997,77.77382757868418,24798307,SALE
2001,4,Koramangala,RURAL,26,Semi-Furnished,12.848462437981782,77.49564550374393,36465,RENT
2808,5,Indiranagar,URBAN,24,Furnished,12.950517394034998,77.46097159644343,25005005,SALE
740,1,Indiranagar,RURAL,5,Furnished,13.077462250598819,77.74777827559959,6827387,SALE
3217,4,Koramangala,URBAN,25,Semi-Furnished,12.874175326965135,77.77673899763538,74648,RENT
2896,4,Electronic City,URBAN,11,Unfurnished,13.047674060573732,77.59518169943243,14616910,SALE
2125,2,Whitefield,URBAN,24,Unfurnished,12.893681726040702,77.44608662450003,10506237,SALE
2089,3,Bellandur,RURAL,8,Unfurnished,12.880969156866733,77.5941553197108,9403390,SALE
3667,5,Whitefield,URBAN,6,Furnished,13.070417824799149,77.44377733084131,27384478,SALE
4806,5,Electronic City,URBAN,29,Semi-Furnished,12.814172477621797,77.75327423148026,56847,RENT
661,1,Indiranagar,URBAN,11,Unfurnished,12.998222311620154,77.6832600418465,20860,RENT
1842,3,Whitefield,URBAN,25,Furnished,12.812950254284367,77.496454807084,37063,RENT
805,2,HSR Layout,RURAL,24,Semi-Furnished,13.040229135971467,77.75467627732671,4571821,SALE
2590,4,HSR Layout,URBAN,4,Unfurnished,13.048821306486651,77.65516069161973,55246,RENT
4837,5,Koramangala,URBAN,15,Unfurnished,13.068006972397894,77.78130533468834,38162496,SALE
643,1,Electronic City,URBAN,4,Semi-Furnished,12.85582701847822,77.79219193960422,4270159,SALE
4985,5,Electronic City,URBAN,11,Furnished,12.837349446777921,77.40131271569429,87971,RENT
4507,5,Whitefield,URBAN,23,Furnished,12.951060513967441,77.44808568361103,80168,RENT
960,2,Indiranagar,URBAN,25,Unfurnished,12.881489786468018,77.61876893232274,24320,RENT
4537,5,Electronic City,RURAL,19,Semi-Furnished,12.98188924167412,77.78234114978692,13684024,SALE
3125,4,Whitefield,URBAN,8,Furnished,12.954124187171228,77.79769345420388,24615983,SALE
993,3,Whitefield,RURAL,22,Semi-Furnished,12.843455633067629,77.62696317412141,5168250,SALE
2226,3,Bellandur,URBAN,6,Semi-Furnished,13.021781148155531,77.46952059557809,19530327,SALE
3629,5,Bellandur,URBAN,28,Unfurnished,13.04113531355778,77.46522000800348,55071,RENT
3687,5,Electronic City,URBAN,18,Semi-Furnished,13.088912906718264,77.70554310324566,54718,RENT
4473,5,Whitefield,URBAN,19,Semi-Furnished,12.918661662908342,77.63677507148252,26156680,SALE
533,1,Koramangala,URBAN,22,Semi-Furnished,12.901320480644467,77.6195095595731,5996779,SALE
3538,5,Koramangala,URBAN,10,Furnished,12.857678796805983,77.58630596932021,114677,RENT
4319,5,Bellandur,URBAN,26,Unfurnished,12.85425951656276,77.69005385063267,68339,RENT
472,1,Electronic City,URBAN,29,Unfurnished,12.896315985613995,77.74322167160254,2500635,SALE
4894,5,Indiranagar,URBAN,20,Semi-Furnished,13.09454501070628,77.52118323247825,112799,RENT
4625,5,Koramangala,URBAN,11,Semi-Furnished,12.827677602417248,77.48836710687036,45177655,SALE
3378,4,Koramangala,URBAN,2,Furnished,12.877809860623245,77.66807966652598,46132471,SALE
4761,5,Bellandur,URBAN,16,Unfurnished,12.825793519062513,77.76589296962197,28236473,SALE
2385,3,Bellandur,URBAN,6,Furnished,12.88208941782072,77.53926297605764,19804951,SALE
1192,2,Electronic City,URBAN,21,Unfurnished,12.827720429759212,77.50897928767097,17064,RENT
4659,5,Bellandur,RURAL,9,Furnished,12.952492660026808,77.49044585209425,71124,RENT
494,1,HSR Layout,RURAL,22,Semi-Furnished,12.931506696056095,77.50179636307865,3447070,SALE
1533,3,Whitefield,URBAN,14,Furnished,12.85221509911597,77.45397333718412,12200094,SALE
637,1,Koramangala,URBAN,29,Semi-Furnished,12.852442368132557,77.63871129104334,6284781,SALE
3346,4,HSR Layout,URBAN,1,Unfurnished,12.987832722115819,77.5123304274645,27131814,SALE
2930,4,Indiranagar,URBAN,12,Unfurnished,12.916136401697162,77.64597774466316,25121580,SALE
2360,3,HSR Layout,URBAN,27,Semi-Furnished,12.816858481019977,77.43321293980503,48406,RENT
1448,2,Electronic City,URBAN,3,Unfurnished,13.076057779930121,77.44618271684716,8387215,SALE
2929,4,Indiranagar,URBAN,17,Furnished,12.92148574574294,77.61445677111878,94165,RENT
3364,5,Indiranagar,URBAN,23,Semi-Furnished,12.977314266457007,77.6046123777904,27844651,SALE
1363,2,Bellandur,URBAN,22,Unfurnished,13.065623584975512,77.50860397069516,9137498,SALE
936,2,HSR Layout,URBAN,0,Furnished,12.920647699182094,77.73085234064821,11270804,SALE
4623,5,Electronic City,URBAN,1,Furnished,13.046198011823375,77.47481886594703,32376120,SALE
4079,5,Koramangala,URBAN,1,Unfurnished,13.074425667380885,77.54426444967328,114172,RENT
4587,5,Bellandur,URBAN,3,Unfurnished,12.852220215099011,77.62220468242896,98861,RENT
4124,5,HSR Layout,URBAN,2,Furnished,13.067747738000993,77.74688444100615,121236,RENT
942,2,Koramangala,URBAN,16,Semi-Furnished,12.835949734011914,77.56742039006672,10745044,SALE
1245,2,HSR Layout,URBAN,27,Unfurnished,12.8825382228138,77.55944038217636,25711,RENT
4003,4,Bellandur,URBAN,13,Unfurnished,13.04246343429507,77.63181497121272,24576522,SALE
3436,4,Koramangala,URBAN,1,Semi-Furnished,13.070205364486283,77.52667816618516,39502978,SALE
2894,4,Bellandur,URBAN,15,Semi-Furnished,13.005241636511917,77.68366930126383,60236,RENT
4885,5,HSR Layout,URBAN,10,Unfurnished,12.831447754856748,77.49947837626681,33038213,SALE
3119,4,Indiranagar,RURAL,24,Semi-Furnished,12.956897683071427,77.72927839877609,16586629,SALE
2284,3,Whitefield,URBAN,12,Furnished,12.971790232714932,77.50894136525339,50436,RENT
4538,5,Indiranagar,URBAN,0,Furnished,12.884557919000198,77.7970804649162,146269,RENT
4749,5,Bellandur,URBAN,24,Furnished,13.09738874207012,77.52658498973106,32185224,SALE
3601,5,Bellandur,URBAN,22,Unfurnished,12.90068838705782,77.75153045546207,61898,RENT
3110,4,Bellandur,URBAN,1,Semi-Furnished,12.863076430788277,77.55894238164242,63980,RENT
2353,3,Koramangala,RURAL,1,Furnished,12.833040808595616,77.49842193681238,59442,RENT
4250,5,Electronic City,URBAN,20,Semi-Furnished,12.913550378261942,77.49046530018414,20259911,SALE
1089,2,Bellandur,RURAL,28,Furnished,13.007785607493815,77.74007651273995,6031769,SALE
2350,4,Indiranagar,RURAL,4,Semi-Furnished,12.869425127987746,77.52350119452515,45228,RENT
856,2,Whitefield,URBAN,3,Furnished,13.030863265239079,77.5354252035839,8357670,SALE
2530,4,Bellandur,RURAL,11,Furnished,12.840620380316519,77.47879722233559,14625971,SALE
4376,5,Bellandur,URBAN,25,Furnished,12.932140379293571,77.78452988724648,82465,RENT
4644,5,Bellandur,URBAN,25,Furnished,13.010712122031812,77.49789757623954,84520,RENT
1579,3,Koramangala,URBAN,28,Furnished,12.840592820806291,77.49897744759265,45836,RENT
4685,5,Bellandur,URBAN,27,Furnished,12.979352662998494,77.77755915610187,29668329,SALE
3965,5,Indiranagar,URBAN,2,Furnished,13.039685753725072,77.76035954199807,42669097,SALE
1282,2,HSR Layout,URBAN,19,Furnished,12.978664668886761,77.49956435327196,11024895,SALE
799,1,Electronic City,URBAN,9,Furnished,12.953439177298256,77.7458902278072,5639070,SALE
1008,2,Bellandur,URBAN,19,Semi-Furnished,13.051489865960852,77.49992928523444,21433,RENT
2038,4,Koramangala,URBAN,17,Semi-Furnished,13.095626105000365,77.43378566594116,55843,RENT
2548,4,Indiranagar,RURAL,20,Unfurnished,12.854393885706553,77.72814453935833,38988,RENT
1782,3,Bellandur,URBAN,20,Furnished,13.007403902398261,77.70862326312611,44788,RENT
1803,3,Koramangala,URBAN,20,Semi-Furnished,12.824197266301862,77.51786684867659,52268,RENT
1219,2,HSR Layout,URBAN,26,Semi-Furnished,12.812852307192184,77.43605559404905,9559341,SALE
3692,5,Whitefield,URBAN,26,Semi-Furnished,12.884245691069303,77.48257555379087,53428,RENT
1219,2,Bellandur,URBAN,9,Semi-Furnished,13.091275936558064,77.70842262836258,9439787,SALE
819,2,Indiranagar,URBAN,0,Semi-Furnished,12.965658695410681,77.78589912597697,10882195,SALE
4619,5,Koramangala,URBAN,5,Semi-Furnished,12.880481403186623,77.5036008287178,141664,RENT
4917,5,Koramangala,URBAN,10,Unfurnished,12.839775828921487,77.72730352041418,43675188,SALE
3702,5,Bellandur,RURAL,1,Semi-Furnished,13.076055020904,77.49117306293486,18467348,SALE
1908,3,Koramangala,URBAN,6,Unfurnished,12.908709974561432,77.67184015673003,59380,RENT
1167,2,Whitefield,URBAN,19,Unfurnished,12.8920091811161,77.43344538761262,7213398,SALE
2444,3,Koramangala,URBAN,20,Furnished,13.057389029599701,77.6341182561529,75256,RENT
2539,4,Electronic City,URBAN,20,Furnished,12.981320849513262,77.5076759564779,40255,RENT
3429,3,Electronic City,URBAN,20,Furnished,12.850590833492488,77.77033837949347,16150410,SALE
1949,3,Koramangala,URBAN,17,Semi-Furnished,12.926453159455752,77.51590035551159,19819145,SALE
2164,3,Bellandur,URBAN,20,Furnished,13.078469320431712,77.55937627794492,49404,RENT
3045,4,Electronic City,URBAN,18,Semi-Furnished,13.070361072369305,77.73627164446184,13887049,SALE
4116,5,Indiranagar,URBAN,3,Semi-Furnished,12.821032937817295,77.57530983301872,113817,RENT
4881,5,Electronic City,URBAN,12,Furnished,12.880583957825786,77.49536490071797,82714,RENT
2693,4,Koramangala,URBAN,17,Furnished,12.846361819408745,77.61901772835772,85398,RENT
3108,4,Bellandur,URBAN,19,Unfurnished,12.960143514277503,77.73599647825999,55578,RENT
1300,2,HSR Layout,URBAN,28,Unfurnished,13.024994995109095,77.57327104480186,23704,RENT
3484,4,Bellandur,URBAN,24,Semi-Furnished,12.88866296334679,77.45315539568195,65773,RENT
2409,3,Bellandur,URBAN,23,Semi-Furnished,13.027398823215597,77.5532347652458,15165868,SALE
641,1,Bellandur,URBAN,12,Furnished,13.00061467192075,77.78179005323767,16743,RENT
2785,4,Indiranagar,URBAN,29,Furnished,13.018466662822256,77.42880864814632,23882376,SALE
4668,5,Whitefield,URBAN,26,Unfurnished,13.084473113990796,77.5633780689792,22876975,SALE
1071,2,Koramangala,URBAN,27,Furnished,12.927383558236011,77.65921151757607,11700786,SALE
563,1,Whitefield,RURAL,18,Semi-Furnished,12.902770407383445,77.43140709048474,8514,RENT
864,2,HSR Layout,URBAN,16,Furnished,13.005154162439506,77.53798101880123,24225,RENT
3442,4,Whitefield,URBAN,0,Unfurnished,13.042267142443336,77.7762313415761,21930159,SALE
4992,5,Koramangala,RURAL,5,Semi-Furnished,12.857433587512782,77.41225427688246,94103,RENT
2842,4,Koramangala,URBAN,18,Unfurnished,13.054039880244428,77.70069675180238,23107396,SALE
2755,4,HSR Layout,URBAN,19,Unfurnished,12.817355747299729,77.73654998645439,55387,RENT
4678,5,Koramangala,URBAN,0,Semi-Furnished,12.801918125622807,77.51082429016711,142257,RENT
2957,4,HSR Layout,URBAN,7,Unfurnished,12.847528144821855,77.48588574780793,69763,RENT
945,2,HSR Layout,URBAN,16,Furnished,13.09360015609197,77.76592835743448,9646149,SALE
4235,5,Koramangala,URBAN,20,Furnished,12.957069613285332,77.70560067819228,44026672,SALE
993,2,Electronic City,URBAN,21,Unfurnished,12.813970223454234,77.44535228384281,5111622,SALE
4204,4,HSR Layout,URBAN,14,Furnished,13.099152705214914,77.48487890220656,102094,RENT
1859,4,Koramangala,URBAN,17,Unfurnished,13.023473376448107,77.64854206199702,49517,RENT
3893,5,Electronic City,URBAN,6,Furnished,13.051401522785365,77.56776677155877,22633680,SALE
3001,4,HSR Layout,URBAN,15,Unfurnished,12.863882157944026,77.60166974817515,20615247,SALE
2844,4,Electronic City,URBAN,6,Furnished,12.831634830270907,77.78061697404091,19812391,SALE
3072,4,Indiranagar,URBAN,16,Semi-Furnished,12.95452548281529,77.56809418527679,76194,RENT
4600,5,Bellandur,URBAN,3,Semi-Furnished,13.031652705284673,77.7526727983257,33714599,SALE
416,1,Indiranagar,URBAN,11,Furnished,12.991334195695549,77.66429788746423,18764,RENT
3591,5,Electronic City,URBAN,12,Unfurnished,12.989317799455451,77.44864778348543,54064,RENT
792,1,HSR Layout,RURAL,3,Furnished,13.027128825106496,77.69780281465908,6247405,SALE
824,2,Koramangala,URBAN,20,Unfurnished,12.868106247666054,77.60808362958252,26320,RENT
971,1,Whitefield,URBAN,0,Furnished,12.998455784543296,77.4900389001568,23530,RENT
4031,5,Koramangala,URBAN,0,Furnished,12.917633200740607,77.51581972923292,139299,RENT
1520,4,Whitefield,URBAN,6,Semi-Furnished,12.820926045596103,77.6229329699003,35594,RENT
641,1,Whitefield,URBAN,8,Unfurnished,12.860642781873016,77.64068099605832,5232120,SALE
4297,5,HSR Layout,URBAN,0,Unfurnished,13.038201121761468,77.78727056161179,101247,RENT
4495,5,Electronic City,RURAL,15,Unfurnished,13.068779209424136,77.74188805456424,13875579,SALE
2679,4,Koramangala,URBAN,17,Unfurnished,12.884846543458513,77.48233571479811,61031,RENT
1188,2,Electronic City,URBAN,21,Unfurnished,12.857108281401706,77.70959682822686,6040603,SALE
1114,2,Indiranagar,URBAN,14,Semi-Furnished,12.808017351273554,77.40331672326066,34537,RENT
3249,4,HSR Layout,URBAN,5,Furnished,13.084309216576044,77.45192338446606,29391254,SALE
1175,2,HSR Layout,URBAN,1,Unfurnished,13.005156477510562,77.47988016642651,30826,RENT
4426,5,Indiranagar,RURAL,8,Unfurnished,13.087109031512949,77.63887974106366,23542996,SALE
2647,5,Koramangala,RURAL,3,Furnished,13.059154754891166,77.47787400252008,23039401,SALE
